listing_id,vin,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,subregion,region,country ,seller_type
1086,S5M365P352AF75607,Hyundai,Sonata,2019,Titanium,Crossover,Petrol,Manual,92435,7851,excellent,Port Brandon, TAS, Australia,Dealer
1087,FUFBJ5HZ1971K2793,Volkswagen,Jetta,2016,LE,Van,Diesel,Manual,100537,3712,good,Charlesberg, NSW, Australia,Dealer
1088,Y4MFWA6R0XTHV2551,Tesla,Model 3,2019,LTZ,Pickup,CNG,Manual,89493,20493,excellent,Stadtroda, RP, Germany,Private Party
1089,ZLGNRPE08F87L4106,Tesla,Model 3,2019,Limited,Hatchback,Petrol,Automatic,130979,8979,like new,Tenali, UP, India,Dealer
1090,MKKBRRJB1ZASR4037,Mercedes-Benz,GLC,2013,Touring,Sedan,Electric,DCT,99124,3433,good,Rachelchester, NT, Australia,Private Party
1091,W3AX4KWR96M7H8217,Toyota,Fortuner,2025,LE,MPV,Petrol,Automatic,0,30997,excellent,South Derrickberg, ON, Canada,Dealer
1092,UA88BZNLXRLGJ6332,Ford,Maverick,2020,,Coupe,Hybrid,Automatic,79927,15120,new,Saint Alfred, HDF, France,Dealer
1093,SKRACTRC3AYMA5571,Toyota,Innova,2012,LE,Crossover,Petrol,Manual,333638,1581,good,Kakinada, WB, India,Dealer
1094,P41E75HL7J0VN0856,Hyundai,Creta,2021,SE,Pickup,Petrol,Automatic,48595,13921,fair,Lake Victoriafort, NIR, UK,Dealer
1095,GTVMULC16FVEE5227,Toyota,Fortuner,2013,SE,Van,Plug-in Hybrid,Manual,98125,2416,good,East London, EC, South Africa,Private Party
1096,DY864V6Z1HXNN9654,Skoda,Kushaq,2016,EX,Crossover,Petrol,Automatic,131072,4489,good,Morvan-sur-Étienne, CVL, France,Dealer
1097,5SJZ807F11VC94321,Volkswagen,Tiguan,2020,,Sedan,Hybrid,Automatic,45832,10402,excellent,Port Elizabeth, MP, South Africa,Dealer
1098,V5EEW7BX5FBBV0901,Volkswagen,Taigun,2014,,Pickup,Hybrid,Automatic,166946,3969,good,Saint Étienne, CVL, France,Private Party
1099,95UXTXW57Z27W6124,Volkswagen,Taigun,2023,XLE,Sedan,Hybrid,CVT,25872,13194,fair,St. Marymouth, SA, Australia,Dealer
1100,R4ND4W37407985606,Maruti,Ertiga,2016,Trend,Coupe,Diesel,Automatic,196777,2632,excellent,????, Fukuoka, Japan,Private Party
1101,HEEPVZE615RTA8805,Tata,Harrier,2012,Trend,SUV,Diesel,DCT,123708,1157,fair,Bloemfontein, NC, South Africa,Dealer
1102,JJFD6YUW829X74994,Audi,Q5,2021,XSE,Hatchback,Electric,Automatic,47618,16529,good,Newtonmouth, MB, Canada,Dealer
1103,5DKNVKLJ9L18D0434,Tesla,Model 3,2013,Sport,Pickup,Petrol,Automatic,149737,6579,excellent,???????, Kanagawa, Japan,Dealer
1104,UMRW3VDG0WZ0C1271,BMW,5 Series,2014,LE,Crossover,Petrol,Manual,170627,3497,excellent,South Jacqueline, NC, US,Private Party
1105,ZM0Z2R7MX1D0B4496,BMW,X5,2012,Platinum,Crossover,Petrol,Automatic,132641,2257,good,Sullivanhaven, WA, Australia,Private Party
1106,KX5S2L1H6M80P9482,Hyundai,Creta,2021,,MPV,Electric,Automatic,25918,16018,good,New Kristen, GA, US,Dealer
1107,7MJK5L727LHEJ2389,Honda,CR-V,2012,SE,SUV,Hybrid,Automatic,337832,1652,good,???, Kyoto, Japan,Certified Pre-Owned
1108,6WYLFW1P8BZUW9050,Ford,Explorer,2015,Platinum,Convertible,Hybrid,AMT,158273,4745,excellent,Buxar, TN, India,Certified Pre-Owned
1109,J3FN3BZZ0078C0535,Nissan,Magnite,2016,Trend,Van,Hybrid,Manual,209909,2826,good,??, Tokyo, Japan,Dealer
1110,ZTWPB4HL2BP5C5171,Mahindra,Scorpio,2019,LTZ,Crossover,Petrol,CVT,117060,5421,good,Kaiserslautern, NI, Germany,Dealer
1111,W06X20ZS3G8KN9401,Chevrolet,Equinox,2014,EX,Pickup,Petrol,CVT,166029,2570,good,Durban, FS, South Africa,Dealer
1112,XBS28KKA22KLJ3998,Toyota,Highlander,2025,Performance,MPV,Diesel,CVT,0,28595,good,Benjaminview, ACT, Australia,Dealer
1113,B1W8NYPU9H5DJ9809,Nissan,Altima,2014,Sport,Sedan,Electric,Automatic,76716,3410,excellent,Williamsburgh, GA, US,Dealer
1114,9EAPPK4M1CA7Y7370,Tata,Nexon,2021,,Hatchback,Petrol,Manual,94614,5280,good,?????, Osaka, Japan,Dealer
1115,FZ9SVJCJ895NT0915,BMW,5 Series,2012,Base,Coupe,Hybrid,AMT,138121,2507,good,Johannesburg, FS, South Africa,Private Party
1116,16WCB3V27LSR38864,Audi,Q5,2015,Sport,Crossover,Petrol,Automatic,157209,6152,excellent,Mahbubnagar, GJ, India,Dealer
1117,CE87ZC037HT7G2157,Tesla,Model 3,2021,LT,Sedan,Hybrid,Manual,49277,9299,,Port Elizabeth, GP, South Africa,Dealer
1118,PZ9YE51C1HFAZ2847,Mercedes-Benz,E-Class,2024,,Convertible,Petrol,Manual,7665,47755,good,Davisbury, QC, Canada,Certified Pre-Owned
1119,Y70YZ9NF5RFFV5392,BMW,3 Series,2023,,Van,Plug-in Hybrid,Manual,22913,39492,excellent,Cape Town, WC, South Africa,Dealer
1120,FWFB1VUN7Z8309944,Ford,Explorer,2006,XLE,Hatchback,Diesel,Automatic,415962,1210,good,???, Kyoto, Japan,Private Party
1121,YAAP8XCR8PZ033391,Toyota,RAV4,2023,EX,MPV,Petrol,Automatic,25244,17782,good,Weaverstad, QLD, Australia,Dealer
1122,BS89VMLH6GSE19527,Kia,Sportage,2017,Limited,Coupe,Diesel,Automatic,63424,6543,good,Port Melaniemouth, GA, US,Certified Pre-Owned
1123,SPX6ER82828CV9664,Kia,Sorento,2020,SE,Hatchback,Hybrid,Automatic,52142,6075,fair,Sales, AM, Brazil,Dealer
1124,L8WD6NN89FYNA0248,Nissan,Rogue,2022,Base,Sedan,Petrol,Manual,47893,9998,fair,Fosterstad, ACT, Australia,Private Party
1125,CN04WWYZ3BAWT0268,Tata,Harrier,2016,Performance,Coupe,Petrol,AMT,135319,2265,excellent,Pretoria, NC, South Africa,Dealer
1126,HFS7DLPB0R8SW0126,Skoda,Slavia,2019,Sport,Sedan,Petrol,Manual,88614,6746,excellent,Robertfort, QLD, Australia,Dealer
1127,Y8HZMDKL4VPTB4744,Tesla,Model 3,2014,LTZ,MPV,Petrol,Automatic,246183,3363,excellent,Berhampore, UP, India,Private Party
1128,PCGJ1PP01BW3G0616,BMW,X3,2016,SE,SUV,Petrol,Automatic,77048,9421,good,Aparecida de Minas, AM, Brazil,Private Party
1129,66XPNYW749VAL6844,Toyota,Corolla,2025,L,Hatchback,Hybrid,Manual,0,22902,excellent,??????, Osaka, Japan,Private Party
1130,89S0GL4Y055C93698,Ford,Explorer,2011,EX,Hatchback,Hybrid,Manual,172996,1161,good,East Josh, WLS, UK,Dealer
1131,J1R6ZD3N0U7J79284,Toyota,Tacoma,2024,Long Range,Convertible,Petrol,DCT,13956,24373,fair,Billyland, TX, US,Dealer
1132,WW0UV6HK4B2WL3889,Nissan,Rogue,2017,SE,Pickup,CNG,Manual,112447,5772,good,Waltonfurt, AB, Canada,Dealer
1133,71Z98PGG9ME1W4126,Skoda,Slavia,2022,Touring,Crossover,Diesel,Automatic,43908,15638,excellent,Cape Town, FS, South Africa,Dealer
1134,1DELSPE00L6659401,Kia,Sonet,2020,EX,SUV,Electric,Automatic,43522,8534,salvage,Pretoria, NC, South Africa,Dealer
1135,29AVXW0T91HHE0168,Ford,F-150,2016,XSE,SUV,Electric,Automatic,166732,4289,good,Göttingen, BW, Germany,Private Party
1136,FF9HBL2M9YULV2146,Kia,Sorento,2019,LTZ,Hatchback,Petrol,CVT,71300,5229,good,West Lori, NL, Canada,Dealer
1137,63WL2MXJ1BBE21551,Volkswagen,Jetta,2016,Performance,MPV,Petrol,Automatic,118956,2512,fair,New Jordanberg, NIR, UK,Dealer
1138,100ZTXAW6KUMT5412,Audi,A6,2016,,Hatchback,Diesel,Automatic,120502,5591,good,Vellore, HR, India,Dealer
1139,GLRWV08X651N67481,Skoda,Octavia,2015,XLE,Van,Petrol,Automatic,165599,3645,excellent,?????, Tokyo, Japan,Dealer
1140,VUGLZ01VXRHRN7441,Tata,Harrier,2014,Long Range,Crossover,Diesel,Manual,139122,1852,fair,??, Osaka, Japan,Dealer
1141,BENE39S154FHD1561,BMW,X5,2024,Premium,SUV,Electric,Manual,13149,52290,good,Cordier, ARA, France,Private Party
1142,ZYTT45SBXYYMS0170,BMW,5 Series,2016,Platinum,Convertible,Electric,Manual,96848,8626,excellent,Sousa, BA, Brazil,Dealer
1143,XGBCBXZE3NMYG2091,BMW,X3,2020,Long Range,Van,Diesel,Automatic,78941,18047,excellent,???????, Okinawa, Japan,Certified Pre-Owned
1144,UE6X0HSS23LZ06418,Ford,F-150,2013,,SUV,Petrol,Manual,307802,2066,good,Sainte Joséphine, GES, France,Private Party
1145,18P8HV6C416LE6669,Toyota,Innova,2018,Touring,Convertible,Petrol,CVT,102922,5066,fair,Robertmouth, WA, US,Private Party
1146,M7G5SEW700GKF4499,Skoda,Slavia,2009,Titanium,Van,Hybrid,Manual,223042,1196,excellent,Pretoria, EC, South Africa,Dealer
1147,Y6BFEYSC7VPR34973,Volkswagen,Jetta,2025,SE,Crossover,Electric,Automatic,0,37226,good,North Mirandatown, NC, US,Private Party
1148,M8CS7FPA454NR7998,Hyundai,Tucson,2015,LTZ,SUV,Petrol,Manual,246381,2672,good,????, Kanagawa, Japan,Dealer
1149,8SV3C88W8H4EY9864,Mahindra,Bolero,2012,Sport,Sedan,Diesel,Manual,261026,1289,good,Viechtach, NI, Germany,Private Party
1150,ERGKUULA55B4W6007,Chevrolet,Malibu,2019,Base,Crossover,Electric,Automatic,66998,13768,excellent,??????, Osaka, Japan,Dealer
1151,BYVRPJ6A7D2203362,Ford,Explorer,2006,SE,Hatchback,Petrol,AMT,286507,1176,new,???, Fukuoka, Japan,Private Party
1152,WGHFGHD62WTZR6098,Audi,A6,2018,Touring,Crossover,Diesel,Automatic,74565,12883,new,Jennifermouth, NJ, US,Dealer
1153,34DW5JR53B8A27871,Skoda,Octavia,2025,L,Sedan,Petrol,Automatic,0,27067,excellent,Rodrigues, SP, Brazil,Dealer
1154,RF1KW8WZ3EX9U6689,Mercedes-Benz,E-Class,2016,Titanium,SUV,Petrol,Automatic,175405,7168,excellent,Ramgarh, MH, India,Dealer
1155,86Z5HHVG33VKS8045,Maruti,Swift,2023,Premium,MPV,Petrol,Automatic,28844,12526,good,Sasaram, TG, India,Dealer
1156,9ZP4MEBU0D8K66506,Chevrolet,Trax,2019,L,SUV,Petrol,Manual,47727,12832,excellent,da Conceição Grande, BA, Brazil,Private Party
1157,JWREHP4K6Y09X3031,Kia,Sonet,2021,,Crossover,Electric,DCT,37347,15555,fair,??????, Okinawa, Japan,Dealer
1158,28VP0PWW5AUTH6559,Maruti,Wagon R,2015,Long Range,Crossover,Diesel,Automatic,106053,1976,fair,South Laura, NJ, US,Private Party
1159,AN4TWA8E29RRL2622,BMW,X5,2012,Touring,Crossover,Diesel,Manual,153180,3448,good,Turpin, OCC, France,Certified Pre-Owned
1160,WNW2FHJK904329505,Nissan,Altima,2019,Long Range,Convertible,Petrol,Automatic,84257,9730,good,Guerra, PR, Brazil,Dealer
1161,XVLKWUWJ370SG6334,BMW,3 Series,2013,Performance,Sedan,Electric,Automatic,163088,3131,good,Lübben, TH, Germany,Certified Pre-Owned
1162,C8WLXYMV1DET14398,Mercedes-Benz,C-Class,2008,Premium,Pickup,Electric,Automatic,194723,1508,fair,Macedo, SP, Brazil,Private Party
1163,G9V6N8ZK2SUD88596,Mahindra,XUV700,2013,,Pickup,Petrol,Manual,284116,1885,excellent,Saint GillesBourg, PDL, France,Dealer
1164,ABX6J3D2543C57232,Volkswagen,Tiguan,2019,,Sedan,Hybrid,Automatic,55049,7542,good,Kenttown, ENG, UK,Dealer
1165,FWTFK9NU7Z3AS1592,Skoda,Kushaq,2021,Base,Convertible,Electric,CVT,57867,19672,good,Schmitt, NAQ, France,Dealer
1166,5SPCSED43YGTY0187,Chevrolet,Equinox,2024,Limited,Sedan,Petrol,Automatic,15148,19761,good,Sainte JacquesVille, ARA, France,Dealer
1167,7A3HZRD228WZX5502,BMW,3 Series,2024,Platinum,SUV,Petrol,Automatic,21235,26558,salvage,Neustrelitz, SL, Germany,Private Party
1168,U0NMK8817NCZ79305,Ford,F-150,2019,LE,Van,Hybrid,Manual,70403,10878,excellent,Moers, NI, Germany,Dealer
1169,L3LAF5FU5WG384912,Hyundai,i20,2020,Platinum,Hatchback,Petrol,Automatic,76320,5769,good,Kennethmouth, NT, Australia,Private Party
1170,VHFZWGCVX8B2W0216,Toyota,Innova,2012,Limited,Coupe,Petrol,Automatic,215137,1206,salvage,Bennettland, WLS, UK,Certified Pre-Owned
1171,5L9AFNR6XLKDV7885,Maruti,Dzire,2014,,Pickup,Hybrid,Manual,220193,2161,excellent,Roding, BY, Germany,Private Party
1172,PRE7C48D4RVL33123,Toyota,Highlander,2016,Sport,Pickup,Petrol,Automatic,147855,4087,excellent,Alanton, NIR, UK,Dealer
1173,85XLZDMM6EG3C9271,Tata,Nexon,2014,LTZ,Van,Diesel,Automatic,136083,1382,good,Dodsontown, WA, Australia,Dealer
1174,UMPL43B055MX56718,Hyundai,Elantra,2017,LT,Van,Diesel,CVT,209993,3551,excellent,Stendal, NI, Germany,Dealer
1175,D9U3H2N29AB1T3180,Skoda,Kushaq,2013,Trend,SUV,Plug-in Hybrid,CVT,114500,2551,excellent,West Lisatown, QC, Canada,Private Party
1176,4ZCKW9PG0HBGE5944,Ford,Escape,2014,LX,Pickup,Diesel,Manual,105990,3653,good,Marcshire, QLD, Australia,Dealer
1177,CK94UC3K47JAD4705,Chevrolet,Silverado,2014,EX,Hatchback,CNG,Automatic,242633,1408,good,?????, Kyoto, Japan,Dealer
1178,TD29VBZ60MM9A2010,Ford,Maverick,2021,Titanium,Pickup,Diesel,Manual,77991,15047,fair,Hazaribagh, RJ, India,Private Party
1179,077LUYY57UFAA7307,Skoda,Kushaq,2023,,Pickup,Petrol,Manual,28327,28525,excellent,East London, KZN, South Africa,Dealer
1180,K7X4KET0224NS5845,Hyundai,Sonata,2023,XLE,MPV,Diesel,Automatic,30319,16385,good,Lake Tom, ENG, UK,Private Party
1181,GGSH9S8Y8BUGG1432,Maruti,Dzire,2015,XSE,SUV,CNG,Automatic,136717,1939,good,Bensonburgh, WA, Australia,Private Party
1182,EX5U0FCY16C1A7549,Honda,City,2016,Sport,Crossover,Petrol,Manual,139593,2914,good,West Loriland, QC, Canada,Dealer
1183,GRH3P8J22D5A17429,Mahindra,Bolero,2011,Sport,Convertible,Diesel,Automatic,188209,1387,like new,Costela Paulista, RS, Brazil,Dealer
1184,1D8W5ERN9APRD3666,Volkswagen,Jetta,2024,SE,Sedan,Hybrid,CVT,11835,17125,fair,Rogerburgh, WLS, UK,Private Party
1185,6ZAFFGKA1MVE60546,Honda,Amaze,2020,SE,Pickup,Petrol,Manual,56614,14725,excellent,Gomes, BA, Brazil,Dealer
1186,HRP4CACF3RAFJ4378,Maruti,Swift,2013,Touring,Coupe,Plug-in Hybrid,CVT,154395,2002,good,ThierryVille, PDL, France,Certified Pre-Owned
1187,ZV8YB10W2RSWV8059,Tata,Harrier,2009,Touring,Van,Diesel,Automatic,186438,1235,salvage,Motihari, WB, India,Private Party
1188,RFFWL5X39ZRC70310,Audi,A6,2015,Trend,Convertible,Diesel,Manual,255326,5476,excellent,Schwabmünchen, TH, Germany,Dealer
1189,A5RU63A64G5DZ8415,Mercedes-Benz,E-Class,2009,Titanium,Pickup,Petrol,Automatic,203996,1737,fair,Cantrellport, BC, Canada,Private Party
1190,7A7V06VJ8CCD78688,Kia,Sportage,2012,Platinum,Convertible,Petrol,Automatic,134589,2076,excellent,Camargo, BA, Brazil,Dealer
1191,H48T2XAN85R5U8124,Maruti,Ertiga,2017,Touring,Convertible,Petrol,Automatic,104856,4301,fair,Aizawl, KA, India,Dealer
1192,CT0Z84U8X8UKP5876,Honda,Accord,2017,Platinum,Pickup,Plug-in Hybrid,Automatic,90767,6785,good,Johannesburg, FS, South Africa,Private Party
1193,J6ATFLKJ4NV424767,Chevrolet,Equinox,2019,Touring,Crossover,Petrol,Automatic,154573,5638,fair,Kishanganj, PB, India,Dealer
1194,X4HNPMBZ7CGJ45941,Nissan,Magnite,2019,Performance,Pickup,Petrol,Automatic,150313,8578,good,Couturierdan, CVL, France,Dealer
1195,0M7T6FFW1BMKA3329,Ford,Explorer,2017,Performance,Crossover,Petrol,Automatic,90507,5290,good,Patrickland, ENG, UK,Private Party
1196,J0VWUVEB46FJ57125,Mahindra,Bolero,2012,LX,MPV,Petrol,Manual,172857,1401,excellent,??, Hokkaido, Japan,Dealer
1197,YE1TANSMXR8YU0612,Maruti,Baleno,2005,XLE,Sedan,Petrol,Automatic,234699,1240,excellent,?????, Kyoto, Japan,Dealer
1198,JVHFCGNH411YP5493,Audi,A6,2014,Limited,Van,Hybrid,Automatic,150453,3358,good,Smithland, ON, Canada,Dealer
1199,5R46AWNW0RBWJ2699,Hyundai,i20,2025,Touring,Coupe,Petrol,Automatic,0,35569,excellent,Peixoto Alegre, AM, Brazil,Dealer
1200,RCCRC2U24CRH61371,Tata,Harrier,2023,Base,Van,Electric,Automatic,32415,14060,fair,???, Kanagawa, Japan,Private Party
1201,D18CCF655H6J95670,Mahindra,Scorpio,2018,,Pickup,Hybrid,Automatic,83471,4622,fair,Ericmouth, SCT, UK,Dealer
1202,NPYJJYXV0RS9A8451,Honda,Civic,2022,LX,SUV,Diesel,Automatic,37932,20369,excellent,Brianshire, NT, Australia,Certified Pre-Owned
1203,108JZECE5221D9077,Skoda,Slavia,2017,Performance,Convertible,Hybrid,Automatic,72913,3856,salvage,West Jaredton, CA, US,Dealer
1204,42ERCNWM7V1J51917,Toyota,RAV4,2025,XLE,Convertible,Diesel,Manual,0,44806,excellent,Sainte Jérôme-la-Forêt, NAQ, France,Private Party
1205,6SWPNFMZ2L1819920,Honda,Amaze,2019,LE,Coupe,Electric,Automatic,117082,11573,excellent,Narasaraopet, RJ, India,Certified Pre-Owned
1206,VV9YA0KU9UU6Y0147,BMW,X3,2016,LE,Van,Hybrid,Automatic,142826,4786,excellent,Moraes, RJ, Brazil,Certified Pre-Owned
1207,604535GH3F6X63023,Honda,City,2020,XLE,MPV,Petrol,CVT,69224,10470,like new,South Rose, NS, Canada,Dealer
1208,B12STV259MJZ52952,Ford,Maverick,2013,EX,Pickup,Petrol,Manual,309086,2007,fair,Sainte Honoré-les-Bains, OCC, France,Private Party
1209,UUFSC9JS24X4V9346,Volkswagen,Taigun,2017,LE,Van,Petrol,Automatic,96793,5064,,Paul-sur-Diaz, PACA, France,Private Party
1210,RNM18T2F1V46P8926,Volkswagen,Tiguan,2014,Base,Hatchback,Hybrid,CVT,118084,1666,good,Johannesburg, FS, South Africa,Dealer
1211,VL0RC1U34EL8U4289,Ford,Escape,2017,Performance,Pickup,Diesel,AMT,117855,8862,excellent,Roy, OCC, France,Certified Pre-Owned
1212,GG1M87TW7ZNY55402,Chevrolet,Equinox,2014,L,Convertible,Hybrid,Automatic,168765,3032,like new,East Williamborough, SA, Australia,Dealer
1213,2D01LH6U2VD7G5709,Volkswagen,Taigun,2025,Performance,Pickup,Hybrid,Automatic,0,49288,excellent,???, Tokyo, Japan,Dealer
1214,HPKE1CWK8TJEZ3548,Chevrolet,Silverado,2014,LTZ,Van,Hybrid,Manual,85870,2749,fair,Moura, RJ, Brazil,Dealer
1215,K6RY8BN65D17F1107,Mercedes-Benz,C-Class,2015,,Convertible,Petrol,Automatic,239888,4909,good,Salem, TN, India,Private Party
1216,4VK4JMN868PAW1490,Mahindra,XUV700,2023,Trend,SUV,Diesel,CVT,41607,15464,good,??????, Aichi, Japan,Certified Pre-Owned
1217,5203KKCY10TY38774,Honda,Amaze,2008,Premium,Van,Electric,Automatic,159213,1329,excellent,Secunderabad, GJ, India,Dealer
1218,VMJYLPHR5AJSV8914,Skoda,Slavia,2023,,Crossover,Diesel,Automatic,25423,16764,fair,North Amelia, NIR, UK,Dealer
1219,NTKH6UP83HL808231,Nissan,Altima,2018,Trend,Convertible,Hybrid,CVT,101102,6452,good,Novaes da Serra, BA, Brazil,Dealer
1220,FUX46YV8XPY3D0032,Honda,Civic,2014,Touring,Crossover,Petrol,Manual,135504,2172,excellent,East Megan, WLS, UK,Private Party
1221,SJG9YYU9X8VZR8252,Volkswagen,Jetta,2025,,Crossover,Petrol,Automatic,0,25758,fair,Steveburgh, MB, Canada,Private Party
1222,DNJUFKT56A8EN6546,Kia,Sportage,2020,LTZ,Convertible,Electric,Automatic,58911,19157,good,??????, Osaka, Japan,Private Party
1223,4ZTR02R922DH93356,Tesla,Model Y,2018,Touring,Hatchback,Petrol,Manual,58311,8272,good,Shawnfort, ACT, Australia,Private Party
1224,TRNNM2BT1S83X6516,Honda,Amaze,2020,Touring,Pickup,CNG,CVT,65385,10876,fair,East Rosemary, ENG, UK,Private Party
1225,JCDZJ75E8JKFF1606,Audi,A4,2021,Premium,Hatchback,Petrol,Manual,30082,17582,excellent,Wardside, NIR, UK,Dealer
1226,VTV8CLE08GBZ09904,Volkswagen,Tiguan,2014,SE,Convertible,Petrol,Manual,223492,2684,excellent,Marty, OCC, France,Private Party
1227,93XBFSFU49WZW8145,Ford,Escape,2018,XSE,Hatchback,Diesel,Manual,107759,4858,excellent,Saint ZacharieBourg, GES, France,Private Party
1228,MBKSSJHB96D8J9626,BMW,5 Series,2012,Trend,Convertible,Plug-in Hybrid,CVT,90322,4901,good,Ramos da Prata, PE, Brazil,Private Party
1229,LDD9GZ1UX7K3B0490,Tesla,Model Y,2021,Trend,Crossover,CNG,Manual,45937,16281,fair,Daniellebury, AZ, US,Certified Pre-Owned
1230,YXPL6VGB8V2660451,Skoda,Octavia,2019,Touring,Coupe,Electric,Automatic,41527,16857,new,Eddieberg, QLD, Australia,Dealer
1231,VJCTY7SV3AV857559,Chevrolet,Equinox,2005,L,Hatchback,Electric,Automatic,249663,1236,excellent,Gabrielport, ACT, Australia,Dealer
1232,WZ1BYHYK8B0B06242,Volkswagen,Jetta,2020,L,Crossover,Petrol,Automatic,82935,11990,excellent,Le Roux, PACA, France,Private Party
1233,HS1ZDTF81J7HR7415,Skoda,Kushaq,2019,Base,Sedan,Diesel,Automatic,72990,7129,excellent,East Joshuafurt, NL, Canada,Private Party
1234,W1KREUHU01KZ07852,Tesla,Model 3,2016,Platinum,Sedan,Petrol,Manual,211341,3781,good,Pierre, PACA, France,Private Party
1235,XLDEX4MZ7NJJ20670,Tesla,Model 3,2012,Limited,Hatchback,Electric,Automatic,227087,1685,excellent,???????, Fukuoka, Japan,Private Party
1236,85CTLK0B2WVKU1511,Volkswagen,Taigun,2022,LE,Hatchback,Diesel,Manual,30390,12653,excellent,Rowlandland, ACT, Australia,Private Party
1237,VTXWBKX85755T9623,Toyota,RAV4,2017,,Coupe,Diesel,Manual,103458,5231,excellent,Greenwoodland, WLS, UK,Dealer
1238,XSABCPW52PMWM4329,BMW,X3,2015,Trend,Crossover,Petrol,CVT,88914,5791,good,Bloemfontein, LP, South Africa,Dealer
1239,99KAR3ER6GM4Z0915,Volkswagen,Tiguan,2017,,Van,Petrol,Automatic,119770,3852,excellent,Sampaio do Norte, PR, Brazil,Private Party
1240,6ZB2UGWX5VP7Y9235,Tesla,Model 3,2017,,Van,Diesel,Automatic,83789,7029,fair,New David, ACT, Australia,Private Party
1241,W0D4F3S62W3R54205,Audi,Q3,2016,SE,Coupe,Petrol,Automatic,147061,4616,good,Reynoldstown, NL, Canada,Dealer
1242,DDWS57B25UM4W4202,BMW,X5,2021,Titanium,SUV,Petrol,Manual,59126,25288,excellent,West Bethan, ENG, UK,Private Party
1243,H16EP8W94CKR68691,Chevrolet,Trax,2021,Titanium,Crossover,Petrol,Automatic,89686,12774,good,Cottbus, BE, Germany,Dealer
1244,NZ423P3M0ESDU5691,Audi,Q5,2013,LT,MPV,Diesel,Manual,117009,2472,fair,Port Elizabeth, LP, South Africa,Dealer
1245,SL6YFK0708B3L5223,Kia,Seltos,2019,Sport,SUV,Petrol,Manual,46784,11853,excellent,Zavalaburgh, MA, US,Private Party
1246,81RHC9YE3108N6002,Skoda,Octavia,2021,Touring,Pickup,Petrol,Automatic,48460,18917,like new,da Mata da Prata, SP, Brazil,Private Party
1247,ERVSWXJ96V3LF1497,Nissan,Rogue,2020,LX,Sedan,Petrol,Automatic,57695,8878,good,East Lawrenceburgh, ON, Canada,Private Party
1248,KB737X782UVC80197,Skoda,Octavia,2016,Long Range,Pickup,Diesel,Automatic,131531,3980,,North Paul, ACT, Australia,Private Party
1249,L4YJW846085UU5696,Mercedes-Benz,GLA,2014,Touring,Sedan,Petrol,CVT,149899,2304,fair,Youngfurt, AB, Canada,Dealer
1250,2ZA0U2U55F1657426,Ford,Maverick,2024,,Crossover,Petrol,Automatic,12045,19582,fair,Indore, WB, India,Dealer
1251,GUZGU26P3WFKX2030,Kia,Sportage,2022,Titanium,Crossover,Petrol,CVT,22829,19985,excellent,Johannesburg, LP, South Africa,Dealer
1252,RS18JSD14A0Y01414,Honda,Accord,2017,XSE,SUV,Petrol,DCT,189914,4994,,???, Aichi, Japan,Dealer
1253,FWC9EFAE4ZK6N7973,Kia,Sonet,2015,Trend,Convertible,Diesel,Manual,160494,3216,good,South Sarah, AB, Canada,Dealer
1254,F39JCE3J43K421397,Honda,Amaze,2019,LX,Convertible,Petrol,Automatic,134758,10658,excellent,Hansestadttralsund, SL, Germany,Dealer
1255,ZDUW1898XZZKF6718,Volkswagen,Tiguan,2013,Long Range,SUV,Plug-in Hybrid,Automatic,85801,2722,fair,Salinasland, AZ, US,Certified Pre-Owned
1256,KF5F9P29457CZ2692,BMW,5 Series,2020,LT,MPV,Petrol,Automatic,83970,16078,excellent,??????, Fukuoka, Japan,Private Party
1257,1V9R5RJ0969AU7806,Chevrolet,Equinox,2017,SE,Crossover,Petrol,Manual,120929,3421,good,Bowenside, MI, US,Dealer
1258,VENPHSCL3NKMC2063,Honda,CR-V,2012,LX,Coupe,Petrol,Automatic,330117,1491,good,Sainte Jeanne, PACA, France,Private Party
1259,DDARUSEY1EBSR1897,Mercedes-Benz,E-Class,2017,Long Range,Crossover,Diesel,Manual,107317,7599,,Savageland, NB, Canada,Dealer
1260,BD45ARZA3UF2G9396,Chevrolet,Trax,2012,XSE,Coupe,Plug-in Hybrid,Automatic,151393,1868,excellent,Viana, RJ, Brazil,Certified Pre-Owned
1261,D6SA9EUX4ZE4M5890,Audi,Q5,2019,,MPV,Petrol,CVT,69809,11850,good,Melo Alegre, RJ, Brazil,Dealer
1262,MP5SGBWN21YJX8780,Maruti,Swift,2020,Touring,Hatchback,Hybrid,Automatic,71586,3449,fair,East June, WLS, UK,Dealer
1263,8BENYP4K8JGP60835,BMW,X5,2024,Long Range,Crossover,Diesel,Automatic,13835,41011,excellent,New Michael, TX, US,Private Party
1264,49Y69VK2X93S71931,BMW,X5,2012,Premium,SUV,Petrol,Manual,217274,1442,salvage,Cape Town, NW, South Africa,Dealer
1265,NEW7VHE178CGX4746,Volkswagen,Jetta,2015,Base,Convertible,Diesel,DCT,125335,3536,excellent,St. Anthony, NT, Australia,Dealer
1266,TLZH7F40220330526,Chevrolet,Trax,2020,Trend,Hatchback,Petrol,DCT,97015,7007,good,Jammu, PB, India,Private Party
